ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.BuscarLocalTestDiagnosis	buscarlocaltestdiagnosis	1590161608069	 	3.3.1
REQUEST	4572		ThereAreResults	1590161692397	1590161692399	OK	 
USER	BuscarLocalNegativoTest	3488	END	1590161659386	1590161692408
REQUEST	5308		BuscarLocalForm	1590161692408	1590161692410	OK	 
REQUEST	5273		BuscarLocalForm	1590161692408	1590161692411	OK	 
USER	BuscarLocalPositivoTest	5764	START	1590161692419	1590161692419
USER	BuscarLocalNegativoTest	5800	START	1590161692419	1590161692419
REQUEST	4573		ThereAreResults	1590161692419	1590161692425	OK	 
REQUEST	4609		ThereAreNoResults	1590161692419	1590161692426	OK	 
REQUEST	5764		Welcome	1590161692419	1590161692428	OK	 
REQUEST	5800		Welcome	1590161692422	1590161692429	OK	 
USER	BuscarLocalPositivoTest	4083	END	1590161668398	1590161692440
REQUEST	5309		BuscarLocalForm	1590161692440	1590161692442	OK	 
REQUEST	4610		ThereAreNoResults	1590161692440	1590161692442	OK	 
REQUEST	4574		ThereAreResults	1590161692440	1590161692444	OK	 
REQUEST	5274		BuscarLocalForm	1590161692440	1590161692445	OK	 
USER	BuscarLocalNegativoTest	5801	START	1590161692451	1590161692451
USER	BuscarLocalNegativoTest	3489	END	1590161659418	1590161692451
USER	BuscarLocalPositivoTest	5765	START	1590161692451	1590161692451
REQUEST	5801		Welcome	1590161692451	1590161692455	OK	 
REQUEST	5765		Welcome	1590161692451	1590161692456	OK	 
USER	BuscarLocalPositivoTest	4084	END	1590161668429	1590161692456
USER	BuscarLocalNegativoTest	3490	END	1590161659451	1590161692466
REQUEST	5275		BuscarLocalForm	1590161692466	1590161692469	OK	 
REQUEST	5310		BuscarLocalForm	1590161692466	1590161692469	OK	 
USER	BuscarLocalNegativoTest	5802	START	1590161692477	1590161692477
USER	BuscarLocalPositivoTest	5766	START	1590161692477	1590161692477
REQUEST	4575		ThereAreResults	1590161692477	1590161692480	OK	 
REQUEST	4611		ThereAreNoResults	1590161692477	1590161692480	OK	 
REQUEST	5766		Welcome	1590161692477	1590161692482	OK	 
REQUEST	5802		Welcome	1590161692477	1590161692482	OK	 
USER	BuscarLocalPositivoTest	4085	END	1590161668461	1590161692487
REQUEST	5311		BuscarLocalForm	1590161692498	1590161692501	OK	 
REQUEST	4576		ThereAreResults	1590161692498	1590161692501	OK	 
REQUEST	4612		ThereAreNoResults	1590161692498	1590161692502	OK	 
REQUEST	5276		BuscarLocalForm	1590161692498	1590161692502	OK	 
USER	BuscarLocalNegativoTest	3491	END	1590161659479	1590161692509
USER	BuscarLocalPositivoTest	4086	END	1590161668479	1590161692509
USER	BuscarLocalPositivoTest	5767	START	1590161692509	1590161692509
USER	BuscarLocalNegativoTest	5803	START	1590161692509	1590161692509
REQUEST	5767		Welcome	1590161692510	1590161692515	OK	 
REQUEST	5803		Welcome	1590161692511	1590161692516	OK	 
REQUEST	5312		BuscarLocalForm	1590161692520	1590161692522	OK	 
REQUEST	5277		BuscarLocalForm	1590161692520	1590161692522	OK	 
USER	BuscarLocalPositivoTest	4087	END	1590161668506	1590161692532
USER	BuscarLocalPositivoTest	5768	START	1590161692534	1590161692534
REQUEST	4613		ThereAreNoResults	1590161692531	1590161692535	OK	 
REQUEST	4577		ThereAreResults	1590161692531	1590161692536	OK	 
USER	BuscarLocalNegativoTest	5804	START	1590161692536	1590161692536
REQUEST	5768		Welcome	1590161692535	1590161692539	OK	 
REQUEST	5804		Welcome	1590161692536	1590161692541	OK	 
USER	BuscarLocalNegativoTest	3492	END	1590161659511	1590161692547
REQUEST	5278		BuscarLocalForm	1590161692547	1590161692549	OK	 
USER	BuscarLocalNegativoTest	5805	START	1590161692558	1590161692558
USER	BuscarLocalPositivoTest	5769	START	1590161692558	1590161692558
REQUEST	5313		BuscarLocalForm	1590161692558	1590161692561	OK	 
REQUEST	5805		Welcome	1590161692558	1590161692564	OK	 
REQUEST	5769		Welcome	1590161692559	1590161692564	OK	 
USER	BuscarLocalNegativoTest	3493	END	1590161659541	1590161692566
REQUEST	4614		ThereAreNoResults	1590161692566	1590161692568	OK	 
REQUEST	4578		ThereAreResults	1590161692566	1590161692568	OK	 
USER	BuscarLocalPositivoTest	4088	END	1590161668539	1590161692576
REQUEST	5279		BuscarLocalForm	1590161692576	1590161692578	OK	 
REQUEST	5314		BuscarLocalForm	1590161692576	1590161692578	OK	 
USER	BuscarLocalNegativoTest	5806	START	1590161692586	1590161692586
USER	BuscarLocalPositivoTest	5770	START	1590161692586	1590161692586
REQUEST	4615		ThereAreNoResults	1590161692586	1590161692588	OK	 
REQUEST	5770		Welcome	1590161692586	1590161692591	OK	 
REQUEST	5806		Welcome	1590161692586	1590161692591	OK	 
USER	BuscarLocalNegativoTest	3494	END	1590161659566	1590161692597
USER	BuscarLocalPositivoTest	4089	END	1590161668569	1590161692597
REQUEST	4579		ThereAreResults	1590161692597	1590161692600	OK	 
REQUEST	5280		BuscarLocalForm	1590161692608	1590161692609	OK	 
REQUEST	5315		BuscarLocalForm	1590161692608	1590161692609	OK	 
USER	BuscarLocalNegativoTest	3495	END	1590161659588	1590161692618
USER	BuscarLocalPositivoTest	5771	START	1590161692618	1590161692618
USER	BuscarLocalNegativoTest	5807	START	1590161692618	1590161692618
REQUEST	4616		ThereAreNoResults	1590161692618	1590161692621	OK	 
REQUEST	4580		ThereAreResults	1590161692618	1590161692623	OK	 
REQUEST	5771		Welcome	1590161692618	1590161692623	OK	 
REQUEST	5807		Welcome	1590161692619	1590161692623	OK	 
USER	BuscarLocalPositivoTest	4090	END	1590161668600	1590161692639
REQUEST	5316		BuscarLocalForm	1590161692639	1590161692640	OK	 
REQUEST	5281		BuscarLocalForm	1590161692639	1590161692642	OK	 
USER	BuscarLocalNegativoTest	3496	END	1590161659620	1590161692652
USER	BuscarLocalNegativoTest	5808	START	1590161692652	1590161692652
USER	BuscarLocalPositivoTest	5772	START	1590161692652	1590161692652
USER	BuscarLocalPositivoTest	4091	END	1590161668626	1590161692656
REQUEST	5772		Welcome	1590161692652	1590161692658	OK	 
REQUEST	5808		Welcome	1590161692652	1590161692660	OK	 
REQUEST	4617		ThereAreNoResults	1590161692656	1590161692660	OK	 
REQUEST	4618		ThereAreNoResults	1590161692669	1590161692671	OK	 
REQUEST	5317		BuscarLocalForm	1590161692669	1590161692672	OK	 
REQUEST	4582		ThereAreResults	1590161692669	1590161692672	OK	 
REQUEST	5282		BuscarLocalForm	1590161692669	1590161692673	OK	 
REQUEST	4581		ThereAreResults	1590161692669	1590161692675	OK	 
USER	BuscarLocalNegativoTest	3497	END	1590161659646	1590161692680
USER	BuscarLocalNegativoTest	5809	START	1590161692680	1590161692680
USER	BuscarLocalPositivoTest	5773	START	1590161692680	1590161692680
REQUEST	5773		Welcome	1590161692680	1590161692684	OK	 
REQUEST	5809		Welcome	1590161692680	1590161692684	OK	 
USER	BuscarLocalPositivoTest	4092	END	1590161668659	1590161692691
REQUEST	5318		BuscarLocalForm	1590161692691	1590161692692	OK	 
REQUEST	5283		BuscarLocalForm	1590161692691	1590161692694	OK	 
USER	BuscarLocalPositivoTest	5774	START	1590161692706	1590161692706
USER	BuscarLocalNegativoTest	5810	START	1590161692706	1590161692706
REQUEST	4619		ThereAreNoResults	1590161692706	1590161692709	OK	 
REQUEST	4583		ThereAreResults	1590161692706	1590161692709	OK	 
REQUEST	5774		Welcome	1590161692706	1590161692711	OK	 
REQUEST	5810		Welcome	1590161692707	1590161692711	OK	 
USER	BuscarLocalPositivoTest	4093	END	1590161668681	1590161692717
REQUEST	5284		BuscarLocalForm	1590161692717	1590161692719	OK	 
REQUEST	5319		BuscarLocalForm	1590161692717	1590161692719	OK	 
USER	BuscarLocalNegativoTest	3498	END	1590161659678	1590161692728
USER	BuscarLocalPositivoTest	5775	START	1590161692727	1590161692727
USER	BuscarLocalNegativoTest	5811	START	1590161692729	1590161692729
REQUEST	5775		Welcome	1590161692728	1590161692732	OK	 
REQUEST	5811		Welcome	1590161692730	1590161692734	OK	 
USER	BuscarLocalPositivoTest	4094	END	1590161668709	1590161692742
REQUEST	4620		ThereAreNoResults	1590161692740	1590161692744	OK	 
REQUEST	4584		ThereAreResults	1590161692740	1590161692744	OK	 
USER	BuscarLocalNegativoTest	3499	END	1590161659710	1590161692746
REQUEST	5320		BuscarLocalForm	1590161692746	1590161692748	OK	 
REQUEST	5285		BuscarLocalForm	1590161692746	1590161692748	OK	 
USER	BuscarLocalPositivoTest	4095	END	1590161668740	1590161692756
USER	BuscarLocalNegativoTest	5812	START	1590161692756	1590161692756
USER	BuscarLocalPositivoTest	5776	START	1590161692756	1590161692756
REQUEST	5812		Welcome	1590161692756	1590161692761	OK	 
REQUEST	5776		Welcome	1590161692756	1590161692761	OK	 
REQUEST	4621		ThereAreNoResults	1590161692766	1590161692769	OK	 
REQUEST	4585		ThereAreResults	1590161692766	1590161692771	OK	 
USER	BuscarLocalNegativoTest	3500	END	1590161659739	1590161692777
REQUEST	5321		BuscarLocalForm	1590161692776	1590161692779	OK	 
REQUEST	5286		BuscarLocalForm	1590161692776	1590161692780	OK	 
USER	BuscarLocalNegativoTest	5813	START	1590161692790	1590161692790
USER	BuscarLocalPositivoTest	5777	START	1590161692790	1590161692790
REQUEST	4622		ThereAreNoResults	1590161692790	1590161692794	OK	 
REQUEST	5813		Welcome	1590161692791	1590161692797	OK	 
REQUEST	5777		Welcome	1590161692792	1590161692797	OK	 
USER	BuscarLocalNegativoTest	3501	END	1590161659767	1590161692801
USER	BuscarLocalPositivoTest	4096	END	1590161668766	1590161692804
REQUEST	4586		ThereAreResults	1590161692801	1590161692806	OK	 
REQUEST	5287		BuscarLocalForm	1590161692806	1590161692808	OK	 
REQUEST	5322		BuscarLocalForm	1590161692807	1590161692809	OK	 
USER	BuscarLocalPositivoTest	5778	START	1590161692820	1590161692820
USER	BuscarLocalNegativoTest	5814	START	1590161692820	1590161692820
REQUEST	4623		ThereAreNoResults	1590161692820	1590161692823	OK	 
REQUEST	5814		Welcome	1590161692820	1590161692825	OK	 
REQUEST	5778		Welcome	1590161692820	1590161692827	OK	 
USER	BuscarLocalPositivoTest	4097	END	1590161668799	1590161692831
REQUEST	4587		ThereAreResults	1590161692831	1590161692834	OK	 
USER	BuscarLocalNegativoTest	3502	END	1590161659809	1590161692836
USER	BuscarLocalNegativoTest	3539	END	1590161659803	1590161692836
USER	BuscarLocalPositivoTest	4133	END	1590161668819	1590161692846
USER	BuscarLocalPositivoTest	5815	START	1590161692846	1590161692846
USER	BuscarLocalNegativoTest	5849	START	1590161692846	1590161692846
REQUEST	4588		ThereAreResults	1590161692846	1590161692851	OK	 
REQUEST	4624		ThereAreNoResults	1590161692846	1590161692852	OK	 
REQUEST	5358		BuscarLocalForm	1590161692846	1590161692853	OK	 
REQUEST	5323		BuscarLocalForm	1590161692846	1590161692853	OK	 
REQUEST	5815		Welcome	1590161692848	1590161692854	OK	 
REQUEST	5849		Welcome	1590161692848	1590161692854	OK	 
USER	BuscarLocalPositivoTest	4134	END	1590161668836	1590161692857
USER	BuscarLocalPositivoTest	5816	START	1590161692878	1590161692878
USER	BuscarLocalNegativoTest	5850	START	1590161692878	1590161692878
REQUEST	5816		Welcome	1590161692878	1590161692883	OK	 
REQUEST	5850		Welcome	1590161692878	1590161692883	OK	 
USER	BuscarLocalNegativoTest	3540	END	1590161659846	1590161692889
REQUEST	5324		BuscarLocalForm	1590161692889	1590161692894	OK	 
REQUEST	4625		ThereAreResults	1590161692889	1590161692894	OK	 
REQUEST	4659		ThereAreNoResults	1590161692889	1590161692895	OK	 
REQUEST	5359		BuscarLocalForm	1590161692889	1590161692895	OK	 
REQUEST	5360		BuscarLocalForm	1590161692890	1590161692896	OK	 
REQUEST	5325		BuscarLocalForm	1590161692891	1590161692897	OK	 
USER	BuscarLocalPositivoTest	4135	END	1590161668868	1590161692910
REQUEST	4660		ThereAreNoResults	1590161692910	1590161692912	OK	 
REQUEST	4626		ThereAreResults	1590161692910	1590161692913	OK	 
USER	BuscarLocalNegativoTest	5851	START	1590161692913	1590161692913
USER	BuscarLocalPositivoTest	5817	START	1590161692913	1590161692913
USER	BuscarLocalPositivoTest	4136	END	1590161668898	1590161692918
USER	BuscarLocalNegativoTest	3541	END	1590161659882	1590161692918
REQUEST	5817		Welcome	1590161692914	1590161692920	OK	 
REQUEST	5851		Welcome	1590161692913	1590161692920	OK	 
REQUEST	5361		BuscarLocalForm	1590161692928	1590161692930	OK	 
REQUEST	5326		BuscarLocalForm	1590161692928	1590161692930	OK	 
USER	BuscarLocalNegativoTest	3542	END	1590161659910	1590161692936
USER	BuscarLocalPositivoTest	5818	START	1590161692936	1590161692936
USER	BuscarLocalNegativoTest	5852	START	1590161692936	1590161692936
REQUEST	4661		ThereAreNoResults	1590161692936	1590161692939	OK	 
REQUEST	4627		ThereAreResults	1590161692936	1590161692940	OK	 
REQUEST	5818		Welcome	1590161692936	1590161692942	OK	 
REQUEST	5852		Welcome	1590161692936	1590161692942	OK	 
REQUEST	5327		BuscarLocalForm	1590161692946	1590161692947	OK	 
REQUEST	5362		BuscarLocalForm	1590161692946	1590161692948	OK	 
USER	BuscarLocalNegativoTest	3543	END	1590161659938	1590161692969
USER	BuscarLocalPositivoTest	4137	END	1590161668931	1590161692969
USER	BuscarLocalNegativoTest	5853	START	1590161692969	1590161692969
USER	BuscarLocalPositivoTest	5819	START	1590161692969	1590161692969
REQUEST	4628		ThereAreResults	1590161692969	1590161692972	OK	 
REQUEST	4662		ThereAreNoResults	1590161692969	1590161692972	OK	 
REQUEST	5819		Welcome	1590161692970	1590161692975	OK	 
REQUEST	5853		Welcome	1590161692970	1590161692975	OK	 
USER	BuscarLocalNegativoTest	3544	END	1590161659961	1590161692991
USER	BuscarLocalNegativoTest	5854	START	1590161692991	1590161692991
USER	BuscarLocalPositivoTest	5820	START	1590161692991	1590161692991
USER	BuscarLocalPositivoTest	4138	END	1590161668956	1590161692992
REQUEST	5328		BuscarLocalForm	1590161692991	1590161692994	OK	 
REQUEST	5363		BuscarLocalForm	1590161692991	1590161692994	OK	 
REQUEST	5854		Welcome	1590161692991	1590161692997	OK	 
REQUEST	5820		Welcome	1590161692992	1590161692997	OK	 
REQUEST	4629		ThereAreResults	1590161692996	1590161692998	OK	 
REQUEST	4663		ThereAreNoResults	1590161692996	1590161692999	OK	 
USER	BuscarLocalNegativoTest	3545	END	1590161659987	1590161693019
REQUEST	4664		ThereAreNoResults	1590161693019	1590161693021	OK	 
REQUEST	4630		ThereAreResults	1590161693019	1590161693022	OK	 
REQUEST	5364		BuscarLocalForm	1590161693019	1590161693023	OK	 
REQUEST	5329		BuscarLocalForm	1590161693019	1590161693023	OK	 
USER	BuscarLocalPositivoTest	4139	END	1590161668988	1590161693023
USER	BuscarLocalPositivoTest	5821	START	1590161693023	1590161693023
USER	BuscarLocalNegativoTest	5855	START	1590161693025	1590161693025
REQUEST	5821		Welcome	1590161693024	1590161693029	OK	 
REQUEST	5855		Welcome	1590161693026	1590161693030	OK	 
REQUEST	5365		BuscarLocalForm	1590161693037	1590161693038	OK	 
REQUEST	5330		BuscarLocalForm	1590161693037	1590161693038	OK	 
USER	BuscarLocalNegativoTest	3546	END	1590161660018	1590161693047
USER	BuscarLocalPositivoTest	5822	START	1590161693047	1590161693047
USER	BuscarLocalNegativoTest	5856	START	1590161693047	1590161693047
REQUEST	4631		ThereAreResults	1590161693047	1590161693050	OK	 
REQUEST	5822		Welcome	1590161693048	1590161693053	OK	 
REQUEST	5856		Welcome	1590161693048	1590161693054	OK	 
REQUEST	4665		ThereAreNoResults	1590161693047	1590161693056	OK	 
USER	BuscarLocalPositivoTest	4140	END	1590161669020	1590161693058
USER	BuscarLocalPositivoTest	4141	END	1590161669036	1590161693068
USER	BuscarLocalPositivoTest	5823	START	1590161693079	1590161693079
USER	BuscarLocalNegativoTest	5857	START	1590161693079	1590161693079
REQUEST	5331		BuscarLocalForm	1590161693079	1590161693081	OK	 
REQUEST	5366		BuscarLocalForm	1590161693079	1590161693081	OK	 
REQUEST	5857		Welcome	1590161693079	1590161693084	OK	 
REQUEST	5823		Welcome	1590161693079	1590161693085	OK	 
USER	BuscarLocalNegativoTest	3547	END	1590161660050	1590161693090
REQUEST	4666		ThereAreNoResults	1590161693089	1590161693092	OK	 
REQUEST	4632		ThereAreResults	1590161693089	1590161693092	OK	 
USER	BuscarLocalPositivoTest	4142	END	1590161669070	1590161693100
REQUEST	5367		BuscarLocalForm	1590161693100	1590161693102	OK	 
REQUEST	4667		ThereAreNoResults	1590161693100	1590161693103	OK	 
REQUEST	5332		BuscarLocalForm	1590161693100	1590161693103	OK	 
REQUEST	4633		ThereAreResults	1590161693100	1590161693104	OK	 
USER	BuscarLocalNegativoTest	3548	END	1590161660076	1590161693114
USER	BuscarLocalPositivoTest	5824	START	1590161693114	1590161693114
USER	BuscarLocalNegativoTest	5858	START	1590161693114	1590161693114
REQUEST	5368		BuscarLocalForm	1590161693116	1590161693118	OK	 
REQUEST	5333		BuscarLocalForm	1590161693116	1590161693118	OK	 
REQUEST	5824		Welcome	1590161693114	1590161693119	OK	 
REQUEST	5858		Welcome	1590161693114	1590161693119	OK	 
USER	BuscarLocalPositivoTest	4143	END	1590161669100	1590161693137
USER	BuscarLocalNegativoTest	3549	END	1590161660108	1590161693137
USER	BuscarLocalPositivoTest	5825	START	1590161693137	1590161693137
USER	BuscarLocalNegativoTest	5859	START	1590161693137	1590161693137
REQUEST	4634		ThereAreResults	1590161693137	1590161693150	OK	 
REQUEST	4668		ThereAreNoResults	1590161693137	1590161693150	OK	 
REQUEST	5825		Welcome	1590161693149	1590161693154	OK	 
REQUEST	5859		Welcome	1590161693149	1590161693154	OK	 
USER	BuscarLocalPositivoTest	4144	END	1590161669126	1590161693156
REQUEST	5334		BuscarLocalForm	1590161693156	1590161693158	OK	 
REQUEST	5369		BuscarLocalForm	1590161693156	1590161693159	OK	 
USER	BuscarLocalNegativoTest	3550	END	1590161660140	1590161693167
USER	BuscarLocalPositivoTest	5826	START	1590161693167	1590161693167
USER	BuscarLocalNegativoTest	5860	START	1590161693167	1590161693167
REQUEST	4669		ThereAreNoResults	1590161693167	1590161693171	OK	 
REQUEST	4635		ThereAreResults	1590161693167	1590161693172	OK	 
REQUEST	5826		Welcome	1590161693167	1590161693175	OK	 
REQUEST	5860		Welcome	1590161693168	1590161693177	OK	 
USER	BuscarLocalNegativoTest	3551	END	1590161660156	1590161693189
USER	BuscarLocalPositivoTest	4145	END	1590161669160	1590161693189
USER	BuscarLocalPositivoTest	5827	START	1590161693190	1590161693190
REQUEST	5335		BuscarLocalForm	1590161693189	1590161693191	OK	 
REQUEST	5370		BuscarLocalForm	1590161693189	1590161693192	OK	 
USER	BuscarLocalNegativoTest	5861	START	1590161693192	1590161693192
REQUEST	5827		Welcome	1590161693190	1590161693195	OK	 
REQUEST	5861		Welcome	1590161693192	1590161693196	OK	 
REQUEST	4670		ThereAreNoResults	1590161693196	1590161693198	OK	 
REQUEST	4636		ThereAreResults	1590161693198	1590161693201	OK	 
USER	BuscarLocalNegativoTest	3552	END	1590161660187	1590161693209
USER	BuscarLocalPositivoTest	5828	START	1590161693219	1590161693219
USER	BuscarLocalPositivoTest	4146	END	1590161669190	1590161693220
REQUEST	5371		BuscarLocalForm	1590161693219	1590161693221	OK	 
REQUEST	5336		BuscarLocalForm	1590161693219	1590161693222	OK	 
REQUEST	4637		ThereAreResults	1590161693218	1590161693222	OK	 
REQUEST	4671		ThereAreNoResults	1590161693218	1590161693224	OK	 
USER	BuscarLocalNegativoTest	5862	START	1590161693224	1590161693224
REQUEST	5828		Welcome	1590161693219	1590161693227	OK	 
REQUEST	5862		Welcome	1590161693224	1590161693229	OK	 
USER	BuscarLocalPositivoTest	4147	END	1590161669216	1590161693248
USER	BuscarLocalPositivoTest	5829	START	1590161693247	1590161693247
USER	BuscarLocalNegativoTest	5863	START	1590161693247	1590161693247
